_source,cust_guid,history,md5,model,notes,observed,platform,related_intent,requesttype,routed,subtags,tag,tagsource,text,timestamp,weight
"{'corpus': 'ccsrsprod', 'flavor': 'week20170326a', 'record': 110}",283157061012062016Comcast.cust,,5e73ff5351f49646e9115f9cce323293,ccSklearnLogitEnsemble,"[""2017-05-09T17:38:27.467030: new comcast tags for 20170326 tag set""]",RIE,,,,O,,RIE,"('comcast_tags.csv', '', 163)",Sign in to email,2017-03-30T15:33:12.096000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170326a', 'record': 111}",150234370412032017Comcast.cust,,43b02587287beae3d04c2332076eb255,ccSklearnLogitEnsemble,"[""2017-05-09T17:38:27.467212: new comcast tags for 20170326 tag set""]",BST,,,,O,,BST,"('comcast_tags.csv', '', 121)",Sports Package,2017-03-26T19:24:21.266000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170326a', 'record': 112}",219255500407102015Comcast.cust,,211961fa2abf1142ff1cb334a0c13b2a,ccSklearnLogitEnsemble,"[""2017-05-09T17:38:27.467400: new comcast tags for 20170326 tag set""]",BS,,,,O,,BST,"('comcast_tags.csv', '', 170)",Subscribe to pop,2017-03-31T03:07:35.065000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170326a', 'record': 113}",024820040111081348COMCAST.USRMIG,,d89b007389c1b485bac83788f76cb009,known_good,"[""2017-05-09T17:38:27.467578: new comcast tags for 20170326 tag set""]",R,,,,O,,R,"('comcast_tags.csv', '', 122)",Support,2017-03-26T15:47:24.928000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170326a', 'record': 114}",050714501906072011Comcast.USR5JR,,77f63753035648716a1eaaf41e2d9620,ccSklearnLogitEnsemble,"[""2017-05-09T17:38:27.467766: new comcast tags for 20170326 tag set""]",O,,,,O,,SMT,"('comcast_tags.csv', '', 178)",Track existing order,2017-03-31T20:13:36.214000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170326a', 'record': 115}",257020040111081051COMCAST.USRMIG,,7f9d4c0045bd371e615caedda231cdb8,known_good,"[""2017-05-09T17:38:27.467936: new comcast tags for 20170326 tag set""]",R,,,,O,,R,"('comcast_tags.csv', '', 124)",Troubleshoot,2017-04-02T02:56:49.700000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170326a', 'record': 116}",223823230810102015Comcast.cust,,e15c7b707102bef45d38afe73de21ddd,known_good,"[""2017-05-09T17:38:27.468107: new comcast tags for 20170326 tag set""]",RT,,,,O,,RT,"('comcast_tags.csv', '', 125)",Tv,2017-03-29T12:13:35.087000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170326a', 'record': 117}",303520040111082125COMCAST.USRMIG,,5666a720923853091c3718767e7e8206,ccSklearnLogitEnsemble,"[""2017-05-09T17:38:27.468274: new comcast tags for 20170326 tag set""]",RTG,,,,O,,RTG,"('comcast_tags.csv', '', 181)",Tv on computer,2017-03-29T02:09:50.401000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170326a', 'record': 118}",851525320513122016Comcast.cust,,ee8d0315ff1bd188a5afde9dd8f6d848,ccSklearnLogitEnsemble,"[""2017-05-09T17:38:27.468449: new comcast tags for 20170326 tag set""]",RT,,,,O,,RT,"('comcast_tags.csv', '', 182)",Tv setup,2017-03-26T14:03:38.125000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170326a', 'record': 119}",387038130126122015Comcast.cust,,98ebb2b8987575e5e45fb3d4ddfcdf2c,known_good,"[""2017-05-09T17:38:27.468618: new comcast tags for 20170326 tag set""]",BS,,,,O,,BS,"('comcast_tags.csv', '', 128)",Upgrade,2017-04-02T02:24:02.444000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170326a', 'record': 120}",248224132101022008Comcast.USR8JR,,70397ee6abe8f4de57b93c526e504b71,ccSklearnLogitEnsemble,"[""2017-05-09T17:38:27.468802: new comcast tags for 20170326 tag set""]",RTR,,,,O,,RTR,"('comcast_tags.csv', '', 190)",Voice control on tv control,2017-03-30T23:41:19.315000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170326a', 'record': 121}",328147400523012016Comcast.cust,,02710191365932273477f07e0ef9f347,ccSklearnLogitEnsemble,"[""2017-05-09T17:38:27.468975: new comcast tags for 20170326 tag set""]",RVV,,,,O,,RVV,"('comcast_tags.csv', '', 191)",Voicemail access number,2017-03-27T19:41:42.547000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170326a', 'record': 122}",371439170104082016Comcast.cust,,2a153128df3ccc93e43afc6f6bd40783,ccSklearnLogitEnsemble,"[""2017-05-09T17:38:27.469189: new comcast tags for 20170326 tag set""]",RT,,,,O,,RT,"('comcast_tags.csv', '', 193)",We have no tv service,2017-04-02T00:19:18.725000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170326a', 'record': 123}",442019460519102016Comcast.cust,,5a3a68d4ede5c274de7d23e8f64448bb,ccSklearnLogitEnsemble,"[""2017-05-09T17:38:27.469366: new comcast tags for 20170326 tag set""]",BM,,,,O,,BM,"('comcast_tags.csv', '', 195)",What if I'm moving in with a person who already has XFINITY,2017-03-30T15:29:06.941000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170326a', 'record': 124}",065249211815092009Comcast.USR0JR,,46394fc1cc1e4780e12a58471c0f1b23,ccSklearnLogitEnsemble,"[""2017-05-09T17:38:27.469542: new comcast tags for 20170326 tag set""]",BS,,,,O,,BS,"('comcast_tags.csv', '', 196)",What is basic service and how much is it,2017-04-01T13:07:38.136000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170326a', 'record': 125}",686431060302032015Comcast.cust,,830dff1330d53c541b5cd3bcab7c1758,ccSklearnLogitEnsemble,"[""2017-05-09T17:38:27.469703: new comcast tags for 20170326 tag set""]",BA,,,,O,,BA,"('comcast_tags.csv', '', 197)",What is my account number,2017-03-29T21:05:47.373000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170326a', 'record': 126}",198847021716062009Comcast.USR0JR,,30e7c01fe6dcf438165ce57eae3306b5,ccSklearnLogitEnsemble,"[""2017-05-09T17:38:27.469861: new comcast tags for 20170326 tag set""]",BD,,,,O,,BD,"('comcast_tags.csv', '', 199)",What is my data usage?,2017-03-27T06:11:23.181000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170326a', 'record': 127}",246145390129112013Comcast.USRIMS,,a53e3fd22ba2426a6197b9908b59fac4,ccSklearnLogitEnsemble,"[""2017-05-09T17:38:27.470021: new comcast tags for 20170326 tag set""]",LN,,,,O,,LN,"('comcast_tags.csv', '', 133)",What is my four digit pin,2017-04-02T00:24:23.414000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170326a', 'record': 128}",000702401409042005Comcast.USR3JR,,5aa7f06120a3b15f75252c935f983770,ccSklearnLogitEnsemble,"[""2017-05-09T17:38:27.470188: new comcast tags for 20170326 tag set""]",RHD,,,,O,,RHD,"('comcast_tags.csv', '', 203)",What kind of door window sensor do I have!,2017-03-26T19:14:38.346000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170326a', 'record': 129}",820856580608122015Comcast.cust,,4662b02b0da0dc86613ec8707e7f4313,ccSklearnLogitEnsemble,"[""2017-05-09T17:38:27.470357: new comcast tags for 20170326 tag set""]",B,,,,O,,BPX,"('comcast_tags.csv', '', 207)",Where can I find the payment I just made today,2017-03-31T17:21:35.608000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170326a', 'record': 130}",813259171005062015Comcast.cust,,180e511396c0fc499797fa14a5d95d03,ccSklearnLogitEnsemble,"[""2017-05-09T17:38:27.470521: new comcast tags for 20170326 tag set""]",O,,,,O,,BBCC,"('comcast_tags.csv', '', 209)",Where do o find my credits,2017-03-29T06:51:30.603000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170326a', 'record': 131}",433749450430032013Comcast.USRIMS,,87494b11f8d157b284b5d12dce941a46,ccSklearnLogitEnsemble,"[""2017-05-09T17:38:27.470686: new comcast tags for 20170326 tag set""]",RT,,,,O,,RTP,"('comcast_tags.csv', '', 216)",Why is my television freezing,2017-03-26T17:24:30.371000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170326a', 'record': 132}",801505020517032017Comcast.cust,,3fdd4ab3b1a8af84aa4576d92b430762,ccSklearnLogitEnsemble,"[""2017-05-09T17:38:27.470842: new comcast tags for 20170326 tag set""]",RICS,,,,O,,RICS,"('comcast_tags.csv', '', 217)",Why is my wifi slow,2017-03-31T23:39:06.564000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170326a', 'record': 133}",213354580428072016Comcast.cust,,0ca46cf21965416d7f5b55b13e29e57a,known_good,"[""2017-05-09T17:38:27.470994: new comcast tags for 20170326 tag set""]",BC,,,,O,,BC,"('comcast_tags.csv', '', 16)",cancel service,2017-03-29T14:43:17.799000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170326a', 'record': 134}",270002541631032009Comcast.USR9JR,,b5a504d36001a363f547c9e872f65c6b,ccSklearnLogitEnsemble,"[""2017-05-09T17:38:27.471155: new comcast tags for 20170326 tag set""]",BST,,,,O,,BST,"('comcast_tags.csv', '', 319)",how to add a channel to your line up,2017-03-29T02:43:19.619000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170402a', 'record': 0}","684347290513092014Comcast.USRIMS,601233521002012017Comcast.cust,365221210619082014Comcast.USRIMS,764518140625072016Comcast.cust,154224011718072010Comcast.USR3JR,128830140829032016Comcast.cust,325907420522122012Comcast.USRIMS,118525390716022017Comcast.cust","BPP,BP,BPP,BP","7b739643c1cbb68e947f890e73dbcea1,3dfcf6721c6cba30d1bf40e78e4f2191,f7ae8f9986779d10c3acca40935b853d,3618266e767c5307557eb8339cb52d4b,e6ad9ed9cf7203f6d9f2195b6e2a4a98,d3ce039fd9efbc20a1aa09d4c43ffdc1,2529e75149891910a53590b216b7d777,4f3e964cd4723a242b390333d1254139",known_good,"[""2017-05-18T11:29:37.867298: new tags from comcast based on 20170402 sample"", ""2017-08-24T18:53:09.027845: autotagged by lisa"", ""2017-08-25T13:57:31.850610: autotagged by lisa"", ""2017-08-25T16:18:58.133306: autotagged by lisa"", ""2017-09-12T17:28:20.694658: autotagged by willwolf""]",BPP,,,,O,,BPP,"('comcast-tagsource20170907.csv', '', 267)",Pay my bill,"2017-04-02T22:21:04.950000+00:00,2017-04-02T11:38:29.890000+00:00,2017-04-05T06:39:39.948000+00:00,2017-04-05T00:28:50.841000+00:00,2017-04-07T21:54:45.671000+00:00,2017-04-07T01:03:42.022000+00:00,2017-04-06T18:42:34.250000+00:00,2017-04-04T17:51:39.500000+00:00",8.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170402a', 'record': 1}","963830071131032017Comcast.cust,964501111029102014Comcast.USRIMS,270849592122122010Comcast.USR5JR",,"2c5b0106a284aa70691a9200f8d5aff2,4351e4994965128d822dc90ce4a804aa,3260994b37c748740c3dca140771b853",known_good,"[""2017-05-18T11:29:37.867724: new tags from comcast based on 20170402 sample""]",RTS,,,,O,,RTS,"('comcast', 'tagsource20170517', 12)",Netflix,"2017-04-03T16:38:55.773000+00:00,2017-04-09T02:45:15.655000+00:00,2017-04-02T18:16:07.842000+00:00",3.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170402a', 'record': 2}","188858372210012011Comcast.USR3JR,579343010206032015Comcast.USRIMS,627100380705102014Comcast.USRIMS",,"424636058ab89285fb56329b15058ad3,050ab0af3e9ba52278edd2a269352ab4,c756e74edf45d72aafc212f38a870356",known_good,"[""2017-05-18T11:29:37.868107: new tags from comcast based on 20170402 sample""]",BB,,,,O,,BB,"('comcast', 'tagsource20170517', 1)",View my bill,"2017-04-06T15:53:05.449000+00:00,2017-04-06T18:50:38.939000+00:00,2017-04-07T18:17:32.368000+00:00",3.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170402a', 'record': 3}","461958241222052013Comcast.USRIMS,783915260403032016Comcast.cust",,"5567082afa63bee365821aaf08cbf634,bb40598c7852b65402ec5e8bc743ae17",known_good,"[""2017-05-18T11:29:37.868386: new tags from comcast based on 20170402 sample""]",BC,,,,O,,BC,"('comcast', 'tagsource20170517', 4)",Cancel service,"2017-04-07T17:46:34.779000+00:00,2017-04-04T17:33:18.922000+00:00",2.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170402a', 'record': 4}","735437481203012015Comcast.USRIMS,869250290423022016Comcast.cust",,"368f46d0d2ec36f38ea79a1f07b64ce1,035ab717a906387ce948b6671c8a64c2",known_good,"[""2017-05-18T11:29:37.868652: new tags from comcast based on 20170402 sample""]",RIW,,,,O,,RIW,"('comcast', 'tagsource20170517', 5)",Change wifi password,"2017-04-05T23:30:36.535000+00:00,2017-04-06T00:57:43.169000+00:00",2.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170402a', 'record': 5}","673704080327122016Comcast.cust,754039550622012017Comcast.cust",,"2a2a75ba19bbb6c0be4811c63e57a0f6,c8a0dcfb6f8f9bebc8ffd1d74bf3da39",known_good,"[""2017-05-18T11:29:37.868911: new tags from comcast based on 20170402 sample""]",AX,,,,O,,AX,"('comcast', 'tagsource20170517', 13)",Pandora,"2017-04-08T23:44:36.712000+00:00,2017-04-02T21:42:16.742000+00:00",2.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170402a', 'record': 6}","871921121029122011Comcast.USRIMS,1951255138290523102009FM",,"f5ef5ae7391fe2c14334dc8b926b4f2c,d6c1b912774f6c9515ccfab43186463c",known_good,"[""2017-05-18T11:29:37.869173: new tags from comcast based on 20170402 sample""]",LP,,,,O,,LP,"('comcast', 'tagsource20170517', 25)",Password,"2017-04-06T21:31:12.243000+00:00,2017-04-05T15:39:01.087000+00:00",2.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170402a', 'record': 7}","731811231221052015Comcast.USRIMS,889118460811012016Comcast.cust",,"cdfe383e0544cf07f4d71b20550b881e,64f377f2513158b00d674e05e4e98b88",ccSklearnLogitEnsemble,"[""2017-05-18T11:29:37.869425: new tags from comcast based on 20170402 sample""]",RO,,,,O,,RO,"('comcast', 'tagsource20170517', 29)",Report outage,"2017-04-04T00:31:26.762000+00:00,2017-04-05T01:07:44.447000+00:00",2.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170402a', 'record': 8}","027243171619042011Comcast.USR7JR,570755320508122015Comcast.cust",,"7ff5e4088710bcc099dc30277701cbe2,ce2ef6674806da1ed86275781b338ae0",ccSklearnLogitEnsemble,"[""2017-05-18T11:29:37.869685: new tags from comcast based on 20170402 sample""]",STX,,,,O,,STX,"('comcast', 'tagsource20170517', 30)",Reschedule appointment,"2017-04-08T14:18:55.726000+00:00,2017-04-05T23:41:16.130000+00:00",2.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170402a', 'record': 9}",509719160817102015Comcast.cust,,39c67a4387a553b85a3dc7b48cc7cf73,ccSklearnLogitEnsemble,"[""2017-05-18T11:29:37.869849: new tags from comcast based on 20170402 sample""]",O,,,,O,,RVV,"('comcast', 'tagsource20170517', 362)",Access voice message,2017-04-03T06:10:51.200000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170402a', 'record': 10}",375107301003042016Comcast.cust,,85b36213bbe63346257c048255c73099,known_good,"[""2017-05-18T11:29:37.870012: new tags from comcast based on 20170402 sample""]",BA,,,,O,,BA,"('comcast', 'tagsource20170517', 33)",Account,2017-04-03T00:47:28.533000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170402a', 'record': 11}",367858561109052016Comcast.cust,,cb94f2c4b1baf96a3b7ab9141506bbfb,ccSklearnLogitEnsemble,"[""2017-05-18T11:29:37.870177: new tags from comcast based on 20170402 sample""]",BM,,,,O,,BM,"('comcast', 'tagsource20170517', 175)",Activating after moving,2017-04-06T11:59:39.208000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170402a', 'record': 12}",919600110521042016Comcast.cust,,510e1b51ee88cd4aeb92df77a4342779,ccSklearnLogitEnsemble,"[""2017-05-18T11:29:37.870421: new tags from comcast based on 20170402 sample""]",RH,,,,O,,RH,"('comcast', 'tagsource20170517', 251)",Alarm system information,2017-04-07T20:01:21.080000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170402a', 'record': 13}",143724471001092015Comcast.cust,,051223fe785553b547e54952509012df,ccSklearnLogitEnsemble,"[""2017-05-18T11:29:37.870627: new tags from comcast based on 20170402 sample""]",RTG,,,,O,,RTD,"('comcast', 'tagsource20170517', 311)",Amityville horror,2017-04-08T16:23:30.208000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170402a', 'record': 14}",206807161207042017Comcast.cust,,273546cf6391eb788ab2dd6485084713,ccSklearnLogitEnsemble,"[""2017-05-18T11:29:37.870818: new tags from comcast based on 20170402 sample""]",STX,,,,O,,ST,"('comcast', 'tagsource20170517', 365)",Any canceled installations appointments for today?,2017-04-08T16:53:12.407000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170402a', 'record': 15}",208241230203032014Comcast.USRIMS,,568a6d9cad6412aca7b902409f0940e2,known_good,"[""2017-05-18T11:29:37.870981: new tags from comcast based on 20170402 sample""]",ST,,,,O,,ST,"('comcast', 'tagsource20170517', 16)",Appointment?,2017-04-05T12:20:54.520000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170402a', 'record': 16}",424615261008082014Comcast.PRVSRV,RIC,6794f9fdf0989f87298ecf353919e993,ccSklearnLogitEnsemble,"[""2017-05-18T11:29:37.871151: new tags from comcast based on 20170402 sample"", ""2017-08-16T18:30:19.847741: autotagged by lisa""]",RICS,,,,O,,RICS,"('comcast-tagsource-ric.csv', '', 24)",Bandwidth is too low,2017-04-02T04:08:17.405000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170402a', 'record': 17}",893239360604032017Comcast.cust,,fa1695aab1373a5e7b1c5ee95b3e476f,known_good,"[""2017-05-18T11:29:37.871323: new tags from comcast based on 20170402 sample""]",BB,,,,O,,BB,"('comcast', 'tagsource20170517', 17)",Bill,2017-04-03T15:07:26.152000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170402a', 'record': 18}",619331251213072013Comcast.USRIMS,,f23bc89b5ea9b96fe31549f78256e286,ccSklearnLogitEnsemble,"[""2017-05-18T11:29:37.871489: new tags from comcast based on 20170402 sample""]",B,,,,O,,BB,"('comcast', 'tagsource20170517', 160)",Bill break down,2017-04-05T01:12:28.037000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170402a', 'record': 19}",542109491121012016Comcast.cust,,ae5fa9de7c4029ff461bd01790665b42,ccSklearnLogitEnsemble,"[""2017-05-18T11:29:37.871657: new tags from comcast based on 20170402 sample""]",RVF,,,,O,,RVF,"('comcast', 'tagsource20170517', 355)",Block a number,2017-04-03T03:59:54.203000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170402a', 'record': 20}",501916280518062015Comcast.cust,,1f837651f4c55f4ab022bcba94f39b05,ccSklearnLogitEnsemble,"[""2017-05-18T11:29:37.871809: new tags from comcast based on 20170402 sample""]",OS,,,,O,,OS,"('comcast', 'tagsource20170517', 18)",Call,2017-04-06T21:32:33.163000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170402a', 'record': 21}",840647441028072012Comcast.USRIMS,,bfe52fabc3fdbbcbc7eb109ed9be7936,ccSklearnLogitEnsemble,"[""2017-05-18T11:29:37.871967: new tags from comcast based on 20170402 sample""]",RVF,,,,O,,RVF,"('comcast', 'tagsource20170517', 48)",Call forwarding,2017-04-04T18:49:43.656000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170402a', 'record': 22}",176530120715032017Comcast.cust,,12206bcc7a1c24fed6fbd0eaea909e73,ccSklearnLogitEnsemble,"[""2017-05-18T11:29:37.872136: new tags from comcast based on 20170402 sample""]",BST,,,,O,,BST,"('comcast', 'tagsource20170517', 196)",Can I add channels to my package,2017-04-05T01:23:19.481000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170402a', 'record': 23}",061858570122012010Comcast.USR0JR,,b400e62c0005adc89b9733de9a6941a4,ccSklearnLogitEnsemble,"[""2017-05-18T11:29:37.872294: new tags from comcast based on 20170402 sample""]",STX,,,,O,,STX,"('comcast', 'tagsource20170517', 7)",Cancel appointment,2017-04-08T07:15:11.318000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170402a', 'record': 24}",727400470922012015Comcast.USRIMS,BC,324237d55a29b220a4fc03772ce9a201,known_good,"[""2017-05-18T11:29:37.872449: new tags from comcast based on 20170402 sample"", ""2017-07-21T17:01:06.540948: autotagged by fwph""]",BCT,,,,O,,BCT,"('tagquestions20170713.csv', '', 64)",Cancel cable,2017-04-08T02:10:34.887000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170402a', 'record': 25}",677453141220092013Comcast.USRIMS,,145260c481a300604b81b81785e1a5e8,ccSklearnLogitEnsemble,"[""2017-05-18T11:29:37.872617: new tags from comcast based on 20170402 sample""]",RIW,,,,O,,RIW,"('comcast', 'tagsource20170517', 54)",Change my wifi password,2017-04-04T08:07:20.249000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170402a', 'record': 26}",312920040111083756COMCAST.USRMIG,,4008e55cf478eec6f13123348a848d9a,known_good,"[""2017-05-18T11:29:37.872776: new tags from comcast based on 20170402 sample""]",LPR,,,,O,,LPR,"('comcast', 'tagsource20170517', 19)",Change password,2017-04-06T16:11:50.878000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170402a', 'record': 27}",170715210425022014Comcast.USRIMS,,3fddcfc715e55c1f8ae4861f7b3fe296,known_good,"[""2017-05-18T11:29:37.872937: new tags from comcast based on 20170402 sample""]",BS,,,,O,,BS,"('comcast', 'tagsource20170517', 8)",Change service,2017-04-08T19:09:45.174000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170402a', 'record': 28}",880625160530032017Comcast.cust,,74eb465636b0c6a80301bedb8a67b5b2,known_good,"[""2017-05-18T11:29:37.873099: new tags from comcast based on 20170402 sample""]",RTG,,,,O,,RTG,"('comcast', 'tagsource20170517', 60)",Channel list,2017-04-08T02:05:35.586000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170402a', 'record': 29}",752856520501042017Comcast.cust,,adfc4f915b7f6b74c11e08fb9089df2a,ccSklearnLogitEnsemble,"[""2017-05-18T11:29:37.873300: new tags from comcast based on 20170402 sample""]",RTM,,,,O,,RTM,"('comcast', 'tagsource20170517', 61)",Channels not coming through,2017-04-04T21:48:23.925000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170402a', 'record': 30}",688203191204042017Comcast.cust,,9bf04ce72da72278e48f6ff400637327,ccSklearnLogitEnsemble,"[""2017-05-18T11:29:37.873504: new tags from comcast based on 20170402 sample""]",OS,,,,O,,OS,"('comcast', 'tagsource20170517', 20)",Chat,2017-04-04T02:11:30.323000+00:00,1.0
